what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314599388039
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314599391608
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314599393610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314599399797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314599399926
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314599400841
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1314599401329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314599401765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314599405528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314599407107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314599410010
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1314599410088
